"","NDM_SppCode","Species","Spatial_Scale","Analysis","Consensus_Rule","Number_CAs","Consensus_Area","Individual_Areas","Number_Spp","Cons_Area_Min_Score","Cons_Area_Max_Score","Spp_Min_Score","Spp_Max_Score","Groups","Approx_geo","Area_name","Geo_name","Geo_sector"
"444","334","Pleonotoma orientalis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.451","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"445","336","Pleonotoma stichadenia",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.793","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"446","337","Pleonotoma tetraquetra",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.838","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"447","349","Tanaecium cyrtanthum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.848","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"448","354","Tanaecium neobrasiliense",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.846","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"449","356","Tanaecium paradoxum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"450","357","Tanaecium parviflorum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.845","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"451","365","Tynanthus cognatus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.612","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"452","369","Tynanthus fasciculatus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.794","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"453","371","Tynanthus labiatus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.808","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"454","373","Tynanthus micranthus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.717","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"455","379","Xylophragma corchoroides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"456","380","Xylophragma harleyi",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.797","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"457","381","Xylophragma heterocalyx",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.705","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"458","382","Xylophragma myrianthum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"459","107","Amphilophium perbracteatum",1,"D","Loose 40","10","CA 4","1","3",2.388,2.638,"0.821","0.821","0","DD","D1CA4","DD_1","Dry and Open Vegetation Diagonal"
"460","305","Mansoa ivanii",1,"D","Loose 40","10","CA 4","1","3",2.388,2.638,"0.781","0.781","0","DD","D1CA4","DD_1","Dry and Open Vegetation Diagonal"
"461","307","Mansoa longicalyx",1,"D","Loose 40","10","CA 4","1","3",2.388,2.638,"0.786","0.786","0","DD","D1CA4","DD_1","Dry and Open Vegetation Diagonal"
"462","47","Adenocalymma mirabile",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.740","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"463","65","Adenocalymma subspicatum",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.364","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"464","145","Anemopaegma mirabile",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.500","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"465","235","Fridericia crassa",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.524","0.750","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"466","262","Fridericia pliciflora",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.781","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"467","289","Lundia helicocalyx",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.536","0.881","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"468","13","Adenocalymma bracteatum",2,"D","Loose 40","28","CA 7","1","3",2.376,2.626,"0.792","0.792","0","THDD","D2CA7","THDD_1","Dry and Open Vegetation Diagonal"
"469","121","Anemopaegma arvense",2,"D","Loose 40","28","CA 7","1","3",2.376,2.626,"0.776","0.776","0","THDD","D2CA7","THDD_1","Dry and Open Vegetation Diagonal"
"470","236","Fridericia craterophora",2,"D","Loose 40","28","CA 7","1","3",2.376,2.626,"0.808","0.808","0","THDD","D2CA7","THDD_1","Dry and Open Vegetation Diagonal"
"471","144","Anemopaegma longipetiolatum",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.461","0.461","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"472","242","Fridericia fagoides",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.467","0.467","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"473","283","Fridericia whitei",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.568","0.568","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"474","362","Tanaecium tetramerum",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.750","0.750","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"475","27","Adenocalymma dichilum",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.758","0.758","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"476","75","Amphilophium blanchetii",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.685","0.685","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"477","288","Lundia gardneri",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.697","0.697","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"478","303","Mansoa hirsuta",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.597","0.597","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"479","7","Adenocalymma apparicianum",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.500","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"480","47","Adenocalymma mirabile",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.861","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"481","65","Adenocalymma subspicatum",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.722","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"482","75","Amphilophium blanchetii",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.471","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"483","145","Anemopaegma mirabile",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.750","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"484","195","Cuspidaria argentea",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","1.000","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"485","200","Cuspidaria cratensis",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.895","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"486","235","Fridericia crassa",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.500","0.722","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"487","251","Fridericia limae",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.473","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"488","262","Fridericia pliciflora",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.750","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"489","289","Lundia helicocalyx",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.450","0.857","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"490","303","Mansoa hirsuta",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.406","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"491","334","Pleonotoma orientalis",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.311","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"492","356","Tanaecium paradoxum",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.563","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"493","13","Adenocalymma bracteatum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.882","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"494","51","Adenocalymma nodosum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.780","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"495","118","Anemopaegma acutifolium",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.845","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"496","121","Anemopaegma arvense",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.908","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"497","123","Anemopaegma chamberlaynii",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.794","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"498","131","Anemopaegma glaucum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.805","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"499","196","Cuspidaria bracteata",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.700","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"500","199","Cuspidaria convoluta",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.667","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"501","211","Cuspidaria pulchra",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.703","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"502","212","Cuspidaria sceptrum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.787","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"503","213","Cuspidaria simplicifolia",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.632","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"504","236","Fridericia craterophora",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.807","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"505","268","Fridericia samydoides",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.817","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"506","300","Mansoa difficilis",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.806","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"507","322","Perianthomega vellozoi",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.650","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"508","342","Stizophyllum perforatum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.833","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"509","114","Amphilophium sandwithii",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.818","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"510","144","Anemopaegma longipetiolatum",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.742","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"511","229","Fridericia caudigera",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.919","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"512","242","Fridericia fagoides",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.733","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"513","279","Fridericia truncata",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.513","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"514","283","Fridericia whitei",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.548","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"515","362","Tanaecium tetramerum",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.750","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"516","53","Adenocalymma paulistarum",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.000","0.737","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"517","154","Anemopaegma prostratum",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.000","0.708","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"518","165","Bignonia binata",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.654","0.767","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"519","199","Cuspidaria convoluta",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.507","0.769","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"520","254","Fridericia mutabilis",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.000","0.769","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"521","268","Fridericia samydoides",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.654","0.746","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"522","373","Tynanthus micranthus",3,"D","Loose 40","32","CA 18","2","7",2.989,4.239,"0.000","0.737","0","THDD","D3CA18","THDD_3","Dry and Open Vegetation Diagonal"
"523","79","Amphilophium carolinae",3,"D","Loose 40","32","CA 24","1","3",2.068,2.318,"0.742","0.742","0","THDD","D3CA24","THDD_4","Dry and Open Vegetation Diagonal"
"524","167","Bignonia callistegioides",3,"D","Loose 40","32","CA 24","1","3",2.068,2.318,"0.750","0.750","0","THDD","D3CA24","THDD_4","Dry and Open Vegetation Diagonal"
"525","217","Dolichandra cynanchoides",3,"D","Loose 40","32","CA 24","1","3",2.068,2.318,"0.576","0.576","0","THDD","D3CA24","THDD_4","Dry and Open Vegetation Diagonal"
"526","199","Cuspidaria convoluta",3,"D","Loose 40","32","CA 29","1","4",2.863,3.113,"0.584","0.584","0","THDD","D3CA29","THDD_5","Dry and Open Vegetation Diagonal"
"527","268","Fridericia samydoides",3,"D","Loose 40","32","CA 29","1","4",2.863,3.113,"0.880","0.880","0","THDD","D3CA29","THDD_5","Dry and Open Vegetation Diagonal"
"528","302","Mansoa glaziovii",3,"D","Loose 40","32","CA 29","1","4",2.863,3.113,"0.770","0.770","0","THDD","D3CA29","THDD_5","Dry and Open Vegetation Diagonal"
"529","365","Tynanthus cognatus",3,"D","Loose 40","32","CA 29","1","4",2.863,3.113,"0.629","0.629","0","THDD","D3CA29","THDD_5","Dry and Open Vegetation Diagonal"
"530","10","Adenocalymma aspericarpum",2,"D","Loose 40","28","CA 14","2","5",2.108,2.858,"0.603","0.629","0","ColVen","D2CA14","ColVen_1","North Western South America"
"531","44","Adenocalymma magdalenense",2,"D","Loose 40","28","CA 14","2","5",2.108,2.858,"0.000","0.788","0","ColVen","D2CA14","ColVen_1","North Western South America"
"532","117","Amphilophium steyermarkii",2,"D","Loose 40","28","CA 14","2","5",2.108,2.858,"0.000","0.571","0","ColVen","D2CA14","ColVen_1","North Western South America"
"533","173","Bignonia cuneata",2,"D","Loose 40","28","CA 14","2","5",2.108,2.858,"0.000","0.771","0","ColVen","D2CA14","ColVen_1","North Western South America"
"534","188","Bignonia pterocalyx",2,"D","Loose 40","28","CA 14","2","5",2.108,2.858,"0.691","0.710","0","ColVen","D2CA14","ColVen_1","North Western South America"
"535","44","Adenocalymma magdalenense",2,"D","Loose 40","28","CA 15","2","4",2.143,2.393,"0.000","0.652","0","ColVen","D2CA15","ColVen_2","North Western South America"
"536","182","Bignonia neouliginosa",2,"D","Loose 40","28","CA 15","2","4",2.143,2.393,"0.500","0.889","0","ColVen","D2CA15","ColVen_2","North Western South America"
"537","319","Pachyptera erythraea",2,"D","Loose 40","28","CA 15","2","4",2.143,2.393,"0.711","0.857","0","ColVen","D2CA15","ColVen_2","North Western South America"
"538","352","Tanaecium exitiosum",2,"D","Loose 40","28","CA 15","2","4",2.143,2.393,"0.000","0.786","0","ColVen","D2CA15","ColVen_2","North Western South America"
"539","9","Adenocalymma arthropetiolatum",2,"D","Loose 40","28","CA 16","1","5",3.068,3.318,"0.550","0.550","0","Col","D2CA16","Col_1","North Western South America"
"540","19","Adenocalymma chocoense",2,"D","Loose 40","28","CA 16","1","5",3.068,3.318,"0.714","0.714","0","Col","D2CA16","Col_1","North Western South America"
"541","182","Bignonia neouliginosa",2,"D","Loose 40","28","CA 16","1","5",3.068,3.318,"0.458","0.458","0","Col","D2CA16","Col_1","North Western South America"
"542","319","Pachyptera erythraea",2,"D","Loose 40","28","CA 16","1","5",3.068,3.318,"0.767","0.767","0","Col","D2CA16","Col_1","North Western South America"
"543","366","Tynanthus croatianus",2,"D","Loose 40","28","CA 16","1","5",3.068,3.318,"0.579","0.579","0","Col","D2CA16","Col_1","North Western South America"
"544","29","Adenocalymma dugandii",2,"D","Loose 40","28","CA 27","1","3",2.176,2.426,"0.719","0.719","0","Col","D2CA27","Col_2","North Western South America"
"545","80","Amphilophium chocoense",2,"D","Loose 40","28","CA 27","1","3",2.176,2.426,"0.781","0.781","0","Col","D2CA27","Col_2","North Western South America"
"546","352","Tanaecium exitiosum",2,"D","Loose 40","28","CA 27","1","3",2.176,2.426,"0.676","0.676","0","Col","D2CA27","Col_2","North Western South America"
"547","9","Adenocalymma arthropetiolatum",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.750","0","NWSA","D3CA8","NWSA_1","North Western South America"
"548","10","Adenocalymma aspericarpum",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.818","0","NWSA","D3CA8","NWSA_1","North Western South America"
"549","19","Adenocalymma chocoense",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.792","0","NWSA","D3CA8","NWSA_1","North Western South America"
"550","29","Adenocalymma dugandii",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.792","0","NWSA","D3CA8","NWSA_1","North Western South America"
"551","44","Adenocalymma magdalenense",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.813","0","NWSA","D3CA8","NWSA_1","North Western South America"
"552","80","Amphilophium chocoense",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.656","0","NWSA","D3CA8","NWSA_1","North Western South America"
"553","117","Amphilophium steyermarkii",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.886","0","NWSA","D3CA8","NWSA_1","North Western South America"
"554","141","Anemopaegma karstenii",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.653","0","NWSA","D3CA8","NWSA_1","North Western South America"
"555","159","Anemopaegma santaritense",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.905","0","NWSA","D3CA8","NWSA_1","North Western South America"
"556","163","Anemopaegma villosum",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.750","0","NWSA","D3CA8","NWSA_1","North Western South America"
"557","173","Bignonia cuneata",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.750","0","NWSA","D3CA8","NWSA_1","North Western South America"
"558","182","Bignonia neouliginosa",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.917","0","NWSA","D3CA8","NWSA_1","North Western South America"
"559","185","Bignonia phellosperma",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.938","0","NWSA","D3CA8","NWSA_1","North Western South America"
"560","188","Bignonia pterocalyx",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.886","0","NWSA","D3CA8","NWSA_1","North Western South America"
"561","258","Fridericia oxycarpa",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.806","0","NWSA","D3CA8","NWSA_1","North Western South America"
"562","319","Pachyptera erythraea",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.875","0","NWSA","D3CA8","NWSA_1","North Western South America"
"563","348","Tanaecium crucigerum",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.786","0","NWSA","D3CA8","NWSA_1","North Western South America"
"564","352","Tanaecium exitiosum",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.813","0","NWSA","D3CA8","NWSA_1","North Western South America"
"565","366","Tynanthus croatianus",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.667","0","NWSA","D3CA8","NWSA_1","North Western South America"
"566","372","Tynanthus macranthus",3,"D","Loose 40","32","CA 8","23","20",2.115,4.962,"0.000","0.813","0","NWSA","D3CA8","NWSA_1","North Western South America"
"567","29","Adenocalymma dugandii",3,"D","Loose 40","32","CA 9","1","4",2.328,2.578,"0.719","0.719","0","Col","D3CA9","Col_3","North Western South America"
"568","80","Amphilophium chocoense",3,"D","Loose 40","32","CA 9","1","4",2.328,2.578,"0.656","0.656","0","Col","D3CA9","Col_3","North Western South America"
"569","159","Anemopaegma santaritense",3,"D","Loose 40","32","CA 9","1","4",2.328,2.578,"0.453","0.453","0","Col","D3CA9","Col_3","North Western South America"
"570","179","Bignonia magnifica",3,"D","Loose 40","32","CA 9","1","4",2.328,2.578,"0.500","0.500","0","Col","D3CA9","Col_3","North Western South America"
"571","117","Amphilophium steyermarkii",3,"D","Loose 40","32","CA 22","1","4",2.399,2.649,"0.556","0.556","0","NWSA","D3CA22","NWSA_2","North Western South America"
"572","157","Anemopaegma rugosum",3,"D","Loose 40","32","CA 22","1","4",2.399,2.649,"0.611","0.611","0","NWSA","D3CA22","NWSA_2","North Western South America"
"573","163","Anemopaegma villosum",3,"D","Loose 40","32","CA 22","1","4",2.399,2.649,"0.667","0.667","0","NWSA","D3CA22","NWSA_2","North Western South America"
"574","228","Fridericia carichanensis",3,"D","Loose 40","32","CA 22","1","4",2.399,2.649,"0.565","0.565","0","NWSA","D3CA22","NWSA_2","North Western South America"
"575","244","Fridericia floribunda",2,"D","Loose 40","28","CA 4","3","3",2.157,2.407,"0.525","0.525","0","YUC","D2CA4","YUC_1","Central America - Mesoamerica"
"576","347","Tanaecium caudiculatum",2,"D","Loose 40","28","CA 4","3","3",2.157,2.407,"0.750","0.750","0","YUC","D2CA4","YUC_1","Central America - Mesoamerica"
"577","370","Tynanthus guatemalensis",2,"D","Loose 40","28","CA 4","3","3",2.157,2.407,"0.882","0.882","0","YUC","D2CA4","YUC_1","Central America - Mesoamerica"
"578","77","Amphilophium buccinatorium",3,"D","Loose 40","32","CA 16","3","5",2.098,2.348,"0.000","0.783","0","MESO","D3CA16","MESO_1","Central America - Mesoamerica"
"579","95","Amphilophium laxiflorum",3,"D","Loose 40","32","CA 16","3","5",2.098,2.348,"0.000","0.683","0","MESO","D3CA16","MESO_1","Central America - Mesoamerica"
"580","186","Bignonia potosina",3,"D","Loose 40","32","CA 16","3","5",2.098,2.348,"0.000","0.689","0","MESO","D3CA16","MESO_1","Central America - Mesoamerica"
"581","244","Fridericia floribunda",3,"D","Loose 40","32","CA 16","3","5",2.098,2.348,"0.000","0.798","0","MESO","D3CA16","MESO_1","Central America - Mesoamerica"
"582","282","Fridericia viscida",3,"D","Loose 40","32","CA 16","3","5",2.098,2.348,"0.616","0.726","0","MESO","D3CA16","MESO_1","Central America - Mesoamerica"
"583","186","Bignonia potosina",3,"D","Loose 40","32","CA 26","1","5",3.14,3.39,"0.526","0.526","0","MESO","D3CA26","MESO_2","Central America - Mesoamerica"
"584","234","Fridericia costaricensis",3,"D","Loose 40","32","CA 26","1","5",3.14,3.39,"0.639","0.639","0","MESO","D3CA26","MESO_2","Central America - Mesoamerica"
"585","244","Fridericia floribunda",3,"D","Loose 40","32","CA 26","1","5",3.14,3.39,"0.662","0.662","0","MESO","D3CA26","MESO_2","Central America - Mesoamerica"
"586","347","Tanaecium caudiculatum",3,"D","Loose 40","32","CA 26","1","5",3.14,3.39,"0.641","0.641","0","MESO","D3CA26","MESO_2","Central America - Mesoamerica"
"587","370","Tynanthus guatemalensis",3,"D","Loose 40","32","CA 26","1","5",3.14,3.39,"0.672","0.672","0","MESO","D3CA26","MESO_2","Central America - Mesoamerica"
